Plant,ClubPlants,Cluster,SubCLuster,TruckType,Destination,operator,Part,Date,,,,,Plant,1150,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,5002,LG BROTHERS,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,N4,N4,32 MA,5001,EXPRESS,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7250,RCI,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,400035,KAPOOR,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7251,RCI,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6207,VARUNA,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7252,RCI,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6205,VARUNA,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6204,VARUNA,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7254,RCI,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6203,VARUNA,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7301,RCI,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6202,TRIMURTHI,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,7302,RCI,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6201,TRIMURTHI,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,6200,NCS,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,W4,W4,32 MA,104687,RCI,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,E3,E3,32 MA,4002,NCS,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,400327,DEDICATED,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,400311,DEDICATED,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6000,NCS,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,400031,DEDICATED,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6001,NCS,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8300,DEDICATED,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6003,RCI,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8156,DEDICATED,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6004,RCI,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8153,DEDICATED,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6011,ANAND,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8151,DEDICATED,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,8150,DEDICATED,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6013,ANAND,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,4003,DEDICATED,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6053,ANAND,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,4001,DEDICATED,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,6102,KAPOOR,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,S9,S9_5,32 MA,4000,DEDICATED,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,400062,KAPOOR,SG2,8,,,,,,,,,,,,,,,,
1160,1160,S9,S9_6,32 MA,8300,DEDICATED,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,E4,E4,32 MA,400307,KAPOOR,SG2,9,,,,,,,,,,,,,,,,
1160,1160,S9,S9_6,32 MA,8150,DEDICATED,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7000,EAST INDIA,SG2,10,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 SA,400331,LG BROTHERS,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7001,EXPRESS,SG2,10,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 SA,400191,LG BROTHERS,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7002,EXPRESS,SG2,6,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 SA,400182,LG BROTHERS,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7003,EXPRESS,SG2,7,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 SA,400034,LG BROTHERS,SG2,7,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 SA,400006,LG BROTHERS,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,7051,DGFC,SG2,6,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7152,COSMO,SG2,7,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7150,COSMO,SG2,8,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7102,EAST INDIA,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_1,32 MA,400350,APML,SG2,7,,,,,,,,,,,,,,,,
1160,1160,W1,W1,32 MA,7000,MEGA,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7102,MEGA,SG2,10,,,,,,,,,,,,,,,,
1160,1160,E2,E2,32 MA,6053,KAPOOR,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7150,MEGA,SG2,6,,,,,,,,,,,,,,,,
1160,1160,E2,E2,32 MA,6000,KAPOOR,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7151,APML,SG2,8,,,,,,,,,,,,,,,,
1160,1160,N2,N2,32 MA,400303,VARUNA,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7152,APML,SG2,9,,,,,,,,,,,,,,,,
1160,1160,N2,N2,32 MA,400121,VARUNA,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7153,DGFC,SG2,7,,,,,,,,,,,,,,,,
1160,1160,N2,N2,32 MA,5301,VIKAS,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,7154,DGFC,SG2,8,,,,,,,,,,,,,,,,
1160,1160,N2,N2,32 MA,5050,VIKAS,SG2,8,,,,,,,,,,,,,,,,
1160,1160,W2,W2,32 MA,104687,SWASTIK,SG2,8,,,,,,,,,,,,,,,,
1160,1160,W2,W2,32 MA,7302,SWASTIK,SG2,9,,,,,,,,,,,,,,,,
1160,1160,W2,W2,32 MA,7250,RCI,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,400038,EAST INDIA,SG2,7,,,,,,,,,,,,,,,,
1160,1160,N3,N3,32 MA,5120,DRS,SG2,7,,,,,,,,,,,,,,,,
1160,1160,N3,N3,32 MA,5040,DRS,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3,32 MA,400339,EAST INDIA,SG2,8,,,,,,,,,,,,,,,,
1160,1160,N1,N1_2,32 MA,400323,MAHAVEERA,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_2,32 MA,7103,DEDICATED,SG2,9,,,,,,,,,,,,,,,,
1160,1160,N1,N1_2,32 MA,400211,VARUNA,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_2,32 MA,7105,DEDICATED,SG2,10,,,,,,,,,,,,,,,,
1160,1160,N1,N1_2,32 MA,400077,VIKAS,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,W3,W3_2,32 MA,7157,DEDICATED,SG2,6,,,,,,,,,,,,,,,,
1160,1160,E1,E1,32 MA,400035,TRIMURTHI,SG2,8,,,,,,,,,,,,,,,,
1160,1160,E1,E1,32 MA,6200,TRIMURTHI,SG2,9,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,400186,MAHAVEERA,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,32 MA,8010,VARUNA,SG2,8,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8006,MAHAVEERA,SG2,7,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8003,MEGA,SG2,7,,,,,,,,,,,,,,,,
1160,1160,S2,S2,18 FT,8001,MEGA,SG2,8,,,,,,,,,,,,,,,,
1160,1160,S2,S2_1,18 FT,8103,KTC,SG2,6,,,,,,,,,,,,,,,,
1160,1160,S2,S2_1,18 FT,4001,KTC,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8003,KTC,SG2,8,,,,,,,,,,,,,,,,
1160,1160,S1,S1_3,18 FT,400171,MEGA,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8004,KTC,SG2,9,,,,,,,,,,,,,,,,
1160,1160,S1,S1_3,18 FT,400074,MEGA,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8005,KTC,SG2,10,,,,,,,,,,,,,,,,
1160,1160,S1,S1_3,18 FT,400073,MEGA,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8010,KTC,SG2,6,,,,,,,,,,,,,,,,
1160,1160,S1,S1,18 FT,8351,MAHAVEERA,SG2,8,,,,,,,,,,,,,,,,
1160,1160,S1,S1_2,18 FT,4003,ILAN,SG2,6,,,,,,,,,,,,,,,,
1160,1160,S1,S1_2,18 FT,4000,ILAN,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7,18 FT,8055,KTC,SG2,7,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8353,KTC,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7_1,18 FT,8102,KTC,SG2,9,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8351,SWASTIK,SG2,10,,,,,,,,,,,,,,,,
1140,1140,S1,S1,18 FT,8311,SWASTIK,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,S7,S7_1,18 FT,8105,KTC,SG2,10,,,,,,,,,,,,,,,,
1140,1140,S1,S1_1,18 FT,400271,ILAN,SG2,8,,,,,,,,,,,,,,,,
1140,1140,S1,S1_1,18 FT,8301,ILAN,SG2,9,,,,,,,,,,,,,,,,
1140,1140,S1,S1_1,18 FT,8300,ILAN,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,8155,COSMO,SG2,9,,,,,,,,,,,,,,,,
1140,1140,S3,S3,18 FT,8252,SWASTIK,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,8251,COSMO,SG2,10,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 SA,400038,LG BROTHERS,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,8255,COSMO,SG2,6,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 SA,400006,LG BROTHERS,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,8257,COSMO,SG2,7,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,400339,MEGA,SG2,7,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,400075,MEGA,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,400060,COSMO,SG2,8,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,400003,MEGA,SG2,9,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7152,MEGA,SG2,10,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7151,RCI,SG2,9,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7150,RCI,SG2,10,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7102,RCI,SG2,6,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6_1,18 FT,8252,KTC,SG2,6,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7000,SWASTIK,SG2,8,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6_1,18 FT,8253,KTC,SG2,7,,,,,,,,,,,,,,,,
1140,1140,E2,E2,32 MA,6102,RCI,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6_1,18 FT,8254,KTC,SG2,8,,,,,,,,,,,,,,,,
1140,1140,E2,E2,32 MA,6053,VARUNA,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6_1,18 FT,8256,KTC,SG2,9,,,,,,,,,,,,,,,,
1140,1140,E2,E2,32 MA,6000,VARUNA,SG2,10,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6_1,18 FT,8258,KTC,SG2,10,,,,,,,,,,,,,,,,
1140,1140,W2,W2,32 MA,7250,SWASTIK,SG2,9,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400335,MAHAVEERA,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8303,KTC,SG2,6,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400304,MAHAVEERA,SG2,10,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400076,RCI,SG2,8,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400058,RCI,SG2,9,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8313,KTC,SG2,7,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400021,VARUNA,SG2,6,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400020,VARUNA,SG2,7,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8353,KTC,SG2,8,,,,,,,,,,,,,,,,
1140,1140,N2,N2,32 MA,400292,RCI,SG2,10,,,,,,,,,,,,,,,,
1140,1140,N2,N2,32 MA,400121,RCI,SG2,6,,,,,,,,,,,,,,,,
1140,1140,N2,N2,32 MA,5301,RCI,SG2,7,,,,,,,,,,,,,,,,
1140,1140,N2,N2,32 MA,5050,VARUNA,SG2,8,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,400314,VARUNA,SG2,9,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,5120,VARUNA,SG2,10,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,5040,VARUNA,SG2,6,,,,,,,,,,,,,,,,
1140,1140,E1,E1,32 MA,6200,DGFC,SG2,9,,,,,,,,,,,,,,,,
1140,1140,E1,E1,32 MA,4002,KAPOOR,SG2,7,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,400327,KTC,SG2,9,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,400027,MEGA,SG2,6,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8104,MEGA,SG2,7,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8102,MEGA,SG2,8,,,,,,,,,,,,,,,,
1180,1150/1180,S9,S9_5,32 MA,8150,DEDICATED,SG2,7,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8054,MEGA,SG2,9,,,,,,,,,,,,,,,,
1180,1150/1180,S9,S9_5,32 MA,8300,DEDICATED,SG2,8,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8052,SWASTIK,SG2,10,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8010,SWASTIK,SG2,6,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8005,SWASTIK,SG2,7,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8001,SWASTIK,SG2,8,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 MA,400021,EXPRESS,SG2,8,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,4001,SWASTIK,SG2,9,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 MA,400076,EXPRESS,SG2,9,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,400316,DEDICATED,SG2,9,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 MA,400211,LG BROTHERS,SG2,6,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,400311,DEDICATED,SG2,10,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 MA,400286,RCI,SG2,8,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,8150,DEDICATED,SG2,6,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 SA,400076,LG BROTHERS,SG2,7,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,4003,DEDICATED,SG2,7,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 SA,400211,LG BROTHERS,SG2,8,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,4000,DEDICATED,SG2,8,,,,,,,,,,,,,,,,
1180,1150/1180,N6,N6,32 MA,5040,DBRC,SG2,10,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,104687,EAST INDIA,SG2,9,,,,,,,,,,,,,,,,
1180,1150/1180,N6,N6,32 MA,5120,DBRC,SG2,6,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7302,BLR,SG2,6,,,,,,,,,,,,,,,,
1180,1150/1180,N6,N6,32 MA,400314,DRS,SG2,9,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7301,BLR,SG2,7,,,,,,,,,,,,,,,,
1180,1150/1180,N5,N5,32 MA,5050,RCI,SG2,9,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7254,BLR,SG2,8,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7253,BLR,SG2,9,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7251,BLR,SG2,10,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7250,RCI,SG2,10,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7155,RCI,SG2,6,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7154,RCI,SG2,7,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7153,RCI,SG2,8,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7152,EXPRESS,SG2,10,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7151,EXPRESS,SG2,6,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3,32 MA,7102,MEGA,SG2,10,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7150,EXPRESS,SG2,7,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3,32 MA,7150,APML,SG2,10,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7105,EXPRESS,SG2,8,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7103,EXPRESS,SG2,9,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3,32 MA,7152,DGFC,SG2,10,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7102,EXPRESS,SG2,10,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7054,DGFC,SG2,6,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3,32 MA,400017,EAST INDIA,SG2,10,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7052,DGFC,SG2,7,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7051,LG BROTHERS,SG2,9,,,,,,,,,,,,,,,,
1180,1150/1180,W4,W4,32 MA,7250,RCI,SG2,9,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7003,LG BROTHERS,SG2,10,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7002,LG BROTHERS,SG2,6,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7001,LG BROTHERS,SG2,7,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7000,LG BROTHERS,SG2,8,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5120,CORE,SG2,7,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5116,CORE,SG2,8,,,,,,,,,,,,,,,,
1180,1150/1180,S7,S7,32 MA,8010,VARUNA,SG2,7,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5114,BLR,SG2,6,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5109,BLR,SG2,7,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5108,SHRINIWASA,SG2,6,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5107,SHRINIWASA,SG2,7,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5106,SHRINIWASA,SG2,8,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5105,SHRINIWASA,SG2,9,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5104,SHRINIWASA,SG2,10,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5103,RCI,SG2,10,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5102,RCI,SG2,6,,,,,,,,,,,,,,,,
1180,1150/1180,S8,S8_1,32 MA,400074,APML,SG2,6,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5101,EAST INDIA,SG2,6,,,,,,,,,,,,,,,,
1180,1150/1180,S8,S8_1,32 MA,400171,APML,SG2,7,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5040,EAST INDIA,SG2,7,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1_1,18 FT,4000,GNANABELLA,SG2,6,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5203,SWASTIK,SG2,10,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5155,RCI,SG2,7,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5152,AVG,SG2,7,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1_1,18 FT,400196,GNANABELLA,SG2,7,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5115,AVG,SG2,8,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5306,SHREE SHYAM,SG2,6,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5305,SHREE SHYAM,SG2,7,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5301,SHREE SHYAM,SG2,8,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5252,LG BROTHERS,SG2,9,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5054,LG BROTHERS,SG2,10,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5053,LG BROTHERS,SG2,6,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5052,AVG,SG2,9,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5050,SWASTIK,SG2,6,,,,,,,,,,,,,,,,
1170,1170/1190,N3,N3,32 MA,5040,DBRC,SG2,7,,,,,,,,,,,,,,,,
1130,1130,E6,E6_1,32 MA,6102,TRANSRAIL,SG2,6,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6206,KAPOOR,SG2,8,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6200,ANAND,SG2,9,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6053,ANAND,SG2,10,,,,,,,,,,,,,,,,
1170,1170/1190,N3,N3,32 MA,5120,DRS,SG2,10,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6000,ANAND,SG2,6,,,,,,,,,,,,,,,,
1170,1170/1190,N1,N1_1,32 MA,5151,COSMO,SG2,9,,,,,,,,,,,,,,,,
1110,1110,S1,S1_2,18 FT,4000,CHINNA,SG2,6,,,,,,,,,,,,,,,,
1170,1170/1190,N1,N1_1,32 MA,5152,COSMO,SG2,10,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,4002,ANAND,SG2,7,,,,,,,,,,,,,,,,
1130,1130,S5,S5,32 MA,8150,EXPRESS,SG2,6,,,,,,,,,,,,,,,,
1130,1130,S5,S5,18 FT,8255,KTC,SG2,10,,,,,,,,,,,,,,,,
1130,1130,S5,S5,18 FT,8155,KTC,SG2,6,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,400196,KTC,SG2,7,,,,,,,,,,,,,,,,
1170,1170/1190,N1,N1_1,32 MA,400126,DBRC,SG2,8,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8356,KTC,SG2,8,,,,,,,,,,,,,,,,
1170,1170/1190,E2,E2,32 MA,6000,KAPOOR,SG2,9,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8352,KTC,SG2,9,,,,,,,,,,,,,,,,
1170,1170/1190,E2,E2,32 MA,6053,KAPOOR,SG2,10,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8351,KTC,SG2,10,,,,,,,,,,,,,,,,
1170,1170/1190,E1,E1,32 MA,6200,DGFC,SG2,8,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8312,KTC,SG2,6,,,,,,,,,,,,,,,,
1170,1170/1190,E1,E1,32 MA,6202,DGFC,SG2,9,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8306,MEGA,SG2,6,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8305,MEGA,SG2,7,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8304,MEGA,SG2,8,,,,,,,,,,,,,,,,
1170,1170/1190,E1,E1,32 MA,400035,DGFC,SG2,10,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8303,MEGA,SG2,9,,,,,,,,,,,,,,,,
1170,1170/1190,W1,W1,32 MA,7000,EAST INDIA,SG2,8,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8301,MEGA,SG2,10,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8055,MEGA,SG2,6,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8053,MEGA,SG2,7,,,,,,,,,,,,,,,,
1170,1170/1190,W1,W1,32 MA,7150,EXPRESS,SG2,7,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8052,MEGA,SG2,8,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8051,MEGA,SG2,9,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8010,VARUNA,SG2,8,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8006,VARUNA,SG2,9,,,,,,,,,,,,,,,,
1170,1170/1190,W2,W2,32 MA,7250,DGFC,SG2,6,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8005,VARUNA,SG2,10,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8003,VARUNA,SG2,6,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8002,VARUNA,SG2,7,,,,,,,,,,,,,,,,
1130,1130,S5,S5_1,18 FT,8001,VARUNA,SG2,8,,,,,,,,,,,,,,,,
