ClubPlant,Cluster,SubCluster,Destination,Operator,TruckType,NoofIndents
1170/1190,N3,N3,5120,VARUNA,32 MA,5
1170/1190,S1,S1,8303,GNANABELLA,18 FT,3
1170/1190,S1,S1,8304,GNANABELLA,18 FT,8
1170/1190,S1,S1,8305,GNANABELLA,18 FT,7
1170/1190,S1,S1,8306,GNANABELLA,18 FT,2
1170/1190,S1,S1,8311,GBL,18 FT,1
1170/1190,S1,S1,8311,GNANABELLA,18 FT,5
1170/1190,S1,S1,8313,GNANABELLA,18 FT,2
1170/1190,S1,S1,8313,KTC,18 FT,1
1170/1190,S1,S1,8315,GNANABELLA,18 FT,2
1170/1190,S1,S1,8351,GBL,18 FT,1
1170/1190,S1,S1,8351,GNANABELLA,18 FT,3
1170/1190,S1,S1,8351,KTC,18 FT,3
1170/1190,S1,S1,8351,RCI,18 FT,1
1170/1190,S1,S1,8352,GBL,18 FT,1
1170/1190,S1,S1,8352,GNANABELLA,18 FT,7
1170/1190,S1,S1,8352,KTC,18 FT,1
1170/1190,S1,S1,8352,MEGA,18 FT,1
1170/1190,S1,S1,8353,GNANABELLA,18 FT,2
1170/1190,S1,S1,8353,KTC,18 FT,2
1170/1190,S1,S1,8353,MEGA,18 FT,1
1170/1190,S1,S1,8354,GNANABELLA,18 FT,3
1170/1190,S1,S1,8354,KTC,18 FT,2
1170/1190,S1,S1,8354,RCI,18 FT,1
1170/1190,S1,S1,8355,MEGA,18 FT,1
1170/1190,S1,S1,8355,RCI,18 FT,2
1170/1190,S1,S1,8356,GNANABELLA,18 FT,3
1170/1190,S1,S1,8356,KTC,18 FT,1
1170/1190,S1,S1,8356,MEGA,18 FT,1
1170/1190,S1,S1,8356,RCI,18 FT,1
1170/1190,S1,S1_1,4000,DEDICATED,32 MA,1
1170/1190,S1,S1_1,4000,GNANABELLA,18 FT,10
1170/1190,S1,S1_1,4000,ILAN,18 FT,8
1170/1190,S1,S1_1,4000,MEGA,18 FT,6
1170/1190,S1,S1_1,4000,RCI,18 FT,3
1170/1190,S1,S1_1,400196,COSMO,18 FT,1
1170/1190,S1,S1_1,400196,DEDICATED,32 MA,4
1170/1190,S1,S1_1,400196,GBL,32 MA,1
1170/1190,S1,S1_1,400196,GNANABELLA,18 FT,6
1170/1190,S1,S1_1,400196,GNANABELLA,32 MA,4
1170/1190,S1,S1_1,400196,ILAN,18 FT,4
1170/1190,S1,S1_1,400196,ILAN,32 MA,2
1170/1190,S1,S1_1,400196,MEGA,18 FT,7
1170/1190,S1,S1_1,400196,RCI,18 FT,6
1170/1190,S1,S1_1,4003,GNANABELLA,18 FT,2
1170/1190,S1,S1_1,400334,GNANABELLA,18 FT,8
1170/1190,S1,S1_1,400334,ILAN,18 FT,2
1170/1190,S1,S1_1,400334,MEGA,18 FT,7
1170/1190,S1,S1_1,400334,RCI,18 FT,6
1170/1190,S1,S1_1,8300,GNANABELLA,18 FT,15
1170/1190,S1,S1_1,8300,GNANABELLA,24 FT,1
1170/1190,S1,S1_1,8300,ILAN,18 FT,8
1170/1190,S1,S1_1,8300,MEGA,18 FT,9
1170/1190,S1,S1_1,8300,RCI,18 FT,11
1170/1190,S1,S1_1,8301,GBL,18 FT,1
1170/1190,S1,S1_1,8301,GNANABELLA,18 FT,3
1170/1190,S1,S1_1,8302,GNANABELLA,18 FT,2
1170/1190,S2,S2,400311,EAST INDIA,18 FT,1
1170/1190,S2,S2,400311,GNANABELLA,18 FT,11
1170/1190,S2,S2,8001,EAST INDIA,18 FT,4
1170/1190,S2,S2,8002,EAST INDIA,18 FT,1
1170/1190,S2,S2,8002,GBL,18 FT,1
1170/1190,S2,S2,8003,EAST INDIA,18 FT,3
1170/1190,S2,S2,8003,GNANABELLA,18 FT,1
1170/1190,S2,S2,8004,EAST INDIA,18 FT,1
1170/1190,S2,S2,8004,GNANABELLA,18 FT,3
1170/1190,S2,S2,8004,GNANABELLA,24 FT,1
1170/1190,S2,S2,8005,EAST INDIA,18 FT,4
1170/1190,S2,S2,8005,GNANABELLA,18 FT,6
1170/1190,S2,S2,8006,GNANABELLA,18 FT,4
1170/1190,S2,S2,8006,GNANABELLA,32 MA,1
1170/1190,S2,S2,8010,EAST INDIA,18 FT,2
1170/1190,S2,S2,8010,GNANABELLA,18 FT,17
1170/1190,S2,S2,8010,GNANABELLA,24 FT,2
1170/1190,S2,S2,8010,GNANABELLA,32 MA,2
1170/1190,S2,S2,8051,GNANABELLA,18 FT,6
1170/1190,S2,S2,8052,EAST INDIA,18 FT,1
1170/1190,S2,S2,8052,GNANABELLA,18 FT,5
1170/1190,S2,S2,8052,GNANABELLA,24 FT,1
1170/1190,S2,S2,8053,GNANABELLA,24 FT,1
1170/1190,S2,S2,8054,GNANABELLA,18 FT,2
1170/1190,S2,S2,8055,GNANABELLA,18 FT,2
1170/1190,S2,S2_1,4001,MEGA,18 FT,28
1170/1190,S2,S2_1,8102,MEGA,18 FT,5
1170/1190,S2,S2_1,8103,MEGA,18 FT,5
1170/1190,S2,S2_1,8104,MEGA,18 FT,3
1170/1190,S2,S2_1,8105,MEGA,18 FT,3
1170/1190,S2,S2_1,8106,MEGA,18 FT,1
1170/1190,S2,S2_1,8107,MEGA,18 FT,1
1170/1190,S2,S2_1,8110,GBL,18 FT,1
1170/1190,S2,S2_1,8110,MEGA,18 FT,14
1170/1190,S3,S3,420045,GBL,32 MA,1
1170/1190,S3,S3,8150,GNANABELLA,18 FT,31
1170/1190,S3,S3,8150,GNANABELLA,24 FT,2
1170/1190,S3,S3,8150,GNANABELLA,32 MA,2
1170/1190,S3,S3,8151,GNANABELLA,18 FT,1
1170/1190,S3,S3,8151,GNANABELLA,32 MA,1
1170/1190,S3,S3,8153,GNANABELLA,18 FT,2
1170/1190,S3,S3,8155,GNANABELLA,18 FT,1
1170/1190,S3,S3,8156,GNANABELLA,18 FT,2
1170/1190,S3,S3,8251,GNANABELLA,18 FT,1
1170/1190,S3,S3,8252,GNANABELLA,18 FT,1
1170/1190,S3,S3,8253,GNANABELLA,18 FT,1
1170/1190,S3,S3,8254,GNANABELLA,18 FT,1
1170/1190,S3,S3,8255,GBL,32 MA,1
1170/1190,S3,S3,8255,GNANABELLA,18 FT,2
1170/1190,S3,S3,8259,GBL,24 FT,1
1170/1190,S3,S3,8259,GNANABELLA,18 FT,1
1170/1190,S3,S3,8261,GNANABELLA,18 FT,1
1170/1190,W1,W1,400003,EAST INDIA,32 MA,1
1170/1190,W1,W1,400003,EXPRESS,32 MA,2
1170/1190,W1,W1,400003,MEGA,32 MA,7
1170/1190,W1,W1,7000,EAST INDIA,32 MA,6
1170/1190,W1,W1,7000,EXPRESS,32 MA,1
1170/1190,W1,W1,7002,EXPRESS,32 MA,1
1170/1190,W1,W1,7051,EXPRESS,32 MA,5
1170/1190,W1,W1,7102,EXPRESS,32 MA,5
1170/1190,W1,W1,7103,EXPRESS,32 MA,4
1170/1190,W1,W1,7104,EXPRESS,32 MA,1
1170/1190,W1,W1,7105,EXPRESS,32 MA,3
1170/1190,W1,W1,7105,MEGA,32 MA,1
1170/1190,W1,W1,7150,EAST INDIA,32 MA,1
1170/1190,W1,W1,7150,EXPRESS,32 MA,9
1170/1190,W1,W1,7150,MEGA,32 MA,6
1170/1190,W1,W1,7151,EXPRESS,32 MA,2
1170/1190,W1,W1,7151,MEGA,32 MA,3
1170/1190,W1,W1,7152,EXPRESS,32 MA,2
1170/1190,W1,W1,7152,MEGA,32 MA,4
1170/1190,W1,W1,7153,EXPRESS,32 MA,3
1170/1190,W1,W1,7154,EXPRESS,32 MA,1
1170/1190,W1,W1,7157,EXPRESS,32 MA,2
1170/1190,W2,W2,5156,HARSH,32 MA,2
1170/1190,W2,W2,5156,SWASTIK,32 MA,1
1170/1190,W2,W2,7250,DGFC,32 MA,4
1170/1190,W2,W2,7250,HARSH,32 MA,3
1170/1190,W2,W2,7250,SWASTIK,32 MA,4
1170/1190,W2,W2,7251,HARSH,32 MA,2
1170/1190,W2,W2,7252,HARSH,32 MA,2
1170/1190,W2,W2,7253,SWASTIK,32 MA,1
1170/1190,W2,W2,7254,HARSH,32 MA,1
1170/1190,W2,W2,7254,SWASTIK,32 MA,1
1170/1190,W2,W2,7301,HARSH,32 MA,1
1170/1190,W2,W2,7302,HARSH,32 MA,3
1170/1190,W2,W2,7302,SWASTIK,32 MA,4

